Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,Louisiana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,Louisiana,Decedent's home,45,1508,23,12,0,56,
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,Louisiana,Hospice facility,,236,10,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,Louisiana,Nursing home/long term care facility,28,605,22,,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,Louisiana,Other,,248,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,Louisiana,Place of death unknown,0,0,0,0,0,0,
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,Louisiana,Total - All Places of Death,150,3422,192,77,0,265,
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,Louisiana,"Healthcare setting, inpatient",107,984,137,64,0,180,
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,Louisiana,"Healthcare setting, outpatient or emergency room",,173,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,Louisiana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,Louisiana,Decedent's home,19,1372,22,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,Louisiana,Hospice facility,,189,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,Louisiana,Nursing home/long term care facility,18,524,21,,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,Louisiana,Other,0,178,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,Louisiana,Place of death unknown,0,0,0,0,0,0,
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,Louisiana,Total - All Places of Death,31,1010,46,17,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,Louisiana,"Healthcare setting, inpatient",25,267,36,16,0,45,
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,Louisiana,"Healthcare setting, outpatient or emergency room",,41,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,Louisiana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,Louisiana,Decedent's home,,434,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,Louisiana,Hospice facility,0,74,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,Louisiana,Nursing home/long term care facility,0,143,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,Louisiana,Other,,51,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,Louisiana,Place of death unknown,0,0,0,0,0,0,
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Maine,Total - All Places of Death,0,1356,102,0,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Maine,"Healthcare setting, inpatient",0,310,64,0,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Maine,"Healthcare setting, outpatient or emergency room",0,41,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Maine,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Maine,Decedent's home,0,449,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Maine,Hospice facility,0,154,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Maine,Nursing home/long term care facility,0,335,18,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Maine,Other,0,66,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Maine,Place of death unknown,0,0,0,0,0,0,
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Maine,Total - All Places of Death,0,1273,101,0,13,114,
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Maine,"Healthcare setting, inpatient",0,309,56,0,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Maine,"Healthcare setting, outpatient or emergency room",0,44,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Maine,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Maine,Decedent's home,0,385,14,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Maine,Hospice facility,0,173,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Maine,Nursing home/long term care facility,0,296,23,0,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Maine,Other,0,65,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Maine,Place of death unknown,0,0,0,0,0,0,
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Maine,Total - All Places of Death,,1302,122,,11,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Maine,"Healthcare setting, inpatient",,323,75,,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Maine,"Healthcare setting, outpatient or emergency room",0,34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Maine,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Maine,Decedent's home,,434,11,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Maine,Hospice facility,0,145,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Maine,Nursing home/long term care facility,0,301,28,0,0,28,
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Maine,Other,0,64,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Maine,Place of death unknown,0,0,0,0,0,0,
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Maine,Total - All Places of Death,51,1257,99,11,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Maine,"Healthcare setting, inpatient",17,231,47,,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Maine,"Healthcare setting, outpatient or emergency room",,37,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Maine,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Maine,Decedent's home,,489,17,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Maine,Hospice facility,0,121,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Maine,Nursing home/long term care facility,28,325,26,,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Maine,Other,0,54,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Maine,Place of death unknown,0,0,0,0,0,0,
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Maine,Total - All Places of Death,43,1241,69,,0,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Maine,"Healthcare setting, inpatient",28,254,39,,0,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Maine,"Healthcare setting, outpatient or emergency room",0,34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Maine,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Maine,Decedent's home,,513,12,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Maine,Hospice facility,0,118,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Maine,Nursing home/long term care facility,14,251,12,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Maine,Other,0,71,0,0,0,0,
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Maine,Place of death unknown,0,0,0,0,0,0,
12/29/2021,06/01/2020,06/30/2020,By Month,2020,6,Maine,Total - All Places of Death,14,1168,58,,0,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,06/01/2020,06/30/2020,By Month,2020,6,Maine,"Healthcare setting, inpatient",,236,34,,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,06/01/2020,06/30/2020,By Month,2020,6,Maine,"Healthcare setting, outpatient or emergency room",0,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,06/01/2020,06/30/2020,By Month,2020,6,Maine,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
12/29/2021,06/01/2020,06/30/2020,By Month,2020,6,Maine,Decedent's home,0,480,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,06/01/2020,06/30/2020,By Month,2020,6,Maine,Hospice facility,0,134,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,06/01/2020,06/30/2020,By Month,2020,6,Maine,Nursing home/long term care facility,,209,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,06/01/2020,06/30/2020,By Month,2020,6,Maine,Other,,70,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,06/01/2020,06/30/2020,By Month,2020,6,Maine,Place of death unknown,0,0,0,0,0,0,
12/29/2021,07/01/2020,07/31/2020,By Month,2020,7,Maine,Total - All Places of Death,24,1269,64,,0,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,07/01/2020,07/31/2020,By Month,2020,7,Maine,"Healthcare setting, inpatient",,265,38,,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,07/01/2020,07/31/2020,By Month,2020,7,Maine,"Healthcare setting, outpatient or emergency room",0,45,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
